dataset,folder,scenario_idx,track_id,start,end,intensity,PET,two/multi,vehicle_type,AV_included,key_agents,pre_int_i,post_int_i,pre_int_j,post_int_j,path_category,path_relation,turn_label,priority_label,original_data_file,original_scene_id,original_track_id
nuplan_train,train_vegas3,18213,2433dcf527035c54;936387df1ab850d8,204,238,1.710120053,0.648098787,two,"['HV', 'HV']",all_HV,2433dcf527035c54;936387df1ab850d8,50,50,50,50,MP,P-P,S-S,2433dcf527035c54,2021.06.15.12.58.55_veh-47_04302_04673.db,6668cfc1194551b2,2433dcf527035c54;936387df1ab850d8
nuplan_train,train_vegas3,18222,5c5f16dba0f15b8a;bc0ae78dfe30531e,151,174,0.708274531,1.264725262,two,"['HV', 'HV']",all_HV,5c5f16dba0f15b8a;bc0ae78dfe30531e,50,3,50,8,MP,P-M,S-S,equal,2021.06.15.12.58.55_veh-47_04302_04673.db,cca1836fdd5c5e93,5c5f16dba0f15b8a;bc0ae78dfe30531e
nuplan_train,train_vegas3,18388,495602eaba755f36;a1bee603c5685f61,0,29,2.041433521,0.803094079,two,"['HV', 'HV']",all_HV,a1bee603c5685f61;495602eaba755f36,50,50,50,50,MP,P-M,S-S,495602eaba755f36,2021.06.15.14.48.10_veh-38_02224_02505.db,71b94e0428415fac,495602eaba755f36;a1bee603c5685f61
nuplan_train,train_vegas3,18541,3c75eaa68b8c58f8;de2692ac81a15d36,54,89,0.19338024,1.322136792,two,"['HV', 'HV']",all_HV,3c75eaa68b8c58f8;de2692ac81a15d36,50,50,50,50,MP,P-M,S-S,3c75eaa68b8c58f8,2021.06.15.15.06.36_veh-47_00101_00305.db,6a833aa41adb5fe8,3c75eaa68b8c58f8;de2692ac81a15d36
nuplan_train,train_vegas3,18546,4885623b00d25f9b;75589dd0672250fd,117,124,0.250966242,0.105967635,two,"['HV', 'HV']",all_HV,4885623b00d25f9b;75589dd0672250fd,50,16,50,14,MP,C-P,L-R,4885623b00d25f9b,2021.06.15.15.06.36_veh-47_00101_00305.db,c7f1c08e30185e84,4885623b00d25f9b;75589dd0672250fd
nuplan_train,train_vegas3,18701,32b64617f8c957a3;6555f586c23d573a;b642bb4c17d950d1,110,126,1.90639152,1.978453004,multi,"['HV', 'HV', 'HV']",all_HV,b642bb4c17d950d1;32b64617f8c957a3,50,50,50,50,MP,P-P,S-S,equal,2021.06.15.15.45.10_veh-26_02776_03077.db,d7f1bcc9d36d53dc,32b64617f8c957a3;6555f586c23d573a;b642bb4c17d950d1
nuplan_train,train_vegas3,18701,32b64617f8c957a3;b642bb4c17d950d1,88,139,1.816131434,0,two,"['HV', 'HV']",all_HV,b642bb4c17d950d1;32b64617f8c957a3,50,50,50,50,MP,P-P,S-S,equal,2021.06.15.15.45.10_veh-26_02776_03077.db,d7f1bcc9d36d53dc,32b64617f8c957a3;b642bb4c17d950d1
nuplan_train,train_vegas3,1888,2d0efe3b76355cad;2f351f86dc165615,216,226,0.146346139,1.407206791,two,"['HV', 'HV']",all_HV,2d0efe3b76355cad;2f351f86dc165615,50,47,50,50,MP,P-P,S-S,equal,2021.06.10.13.50.05_veh-38_03639_04330.db,e52614dd001652e8,2d0efe3b76355cad;2f351f86dc165615
nuplan_train,train_vegas3,19011,53a1c479bc1d5a1a;8c1bf998174a5c37,26,32,0.36521801,0,two,"['HV', 'HV']",all_HV,53a1c479bc1d5a1a;8c1bf998174a5c37,50,32,50,50,MP,P-M,S-S,8c1bf998174a5c37,2021.06.15.16.17.16_veh-12_03701_03867.db,78e1e43be43f5bae,53a1c479bc1d5a1a;8c1bf998174a5c37
nuplan_train,train_vegas3,19019,2565665146dc5917;3c8ec1d6555b5d82;70edca973cd95d97,86,93,1.179928033,1.155261876,multi,"['HV', 'HV', 'HV']",all_HV,70edca973cd95d97;3c8ec1d6555b5d82,50,20,50,4,MP,P-M,S-S,3c8ec1d6555b5d82,2021.06.15.16.17.16_veh-12_03878_04094.db,3011ebf487d85724,2565665146dc5917;3c8ec1d6555b5d82;70edca973cd95d97
nuplan_train,train_vegas3,19019,3c8ec1d6555b5d82;70edca973cd95d97,94,122,0.678560398,0.672651882,two,"['HV', 'HV']",all_HV,70edca973cd95d97;3c8ec1d6555b5d82,50,20,50,4,MP,P-M,S-S,70edca973cd95d97,2021.06.15.16.17.16_veh-12_03878_04094.db,3011ebf487d85724,3c8ec1d6555b5d82;70edca973cd95d97
nuplan_train,train_vegas3,19180,8718a15ee6ef50bd;d6f80399552f5d27,158,253,0.6801617,0,two,"['HV', 'HV']",all_HV,8718a15ee6ef50bd;d6f80399552f5d27,50,22,50,36,MP,P-M,S-S,equal,2021.06.15.12.52.19_veh-38_04743_04883.db,2b22ab19b3995965,8718a15ee6ef50bd;d6f80399552f5d27
nuplan_train,train_vegas3,18440,2dc56103535754f8;73a342279ece5af7,160,214,1.516690227,0.817364659,two,"['HV', 'HV']",all_HV,73a342279ece5af7;2dc56103535754f8,50,6,50,49,MP,P-M,S-S,2dc56103535754f8,2021.06.15.14.48.10_veh-38_03057_03407.db,d41a78b18e8e5287,2dc56103535754f8;73a342279ece5af7
nuplan_train,train_vegas3,19320,2e93fbae832652ee;505a119eda455d85,189,248,1.805706708,0,two,"['HV', 'HV']",all_HV,505a119eda455d85;2e93fbae832652ee,50,49,50,50,MP,P-P,L-L,equal,2021.06.15.17.10.27_veh-47_03817_04041.db,1f6856948ac7500b,2e93fbae832652ee;505a119eda455d85
nuplan_train,train_vegas3,19320,2e93fbae832652ee;505a119eda455d85;61a8ff71cea45b6b,198,230,2.573365686,0.903807152,multi,"['HV', 'HV', 'HV']",all_HV,505a119eda455d85;2e93fbae832652ee,50,49,50,50,MP,P-P,L-L,equal,2021.06.15.17.10.27_veh-47_03817_04041.db,1f6856948ac7500b,2e93fbae832652ee;505a119eda455d85;61a8ff71cea45b6b
nuplan_train,train_vegas3,19322,27fa18a5f9a154de;91b0d2e11b9f567c,44,48,0.795147109,0.833390099,two,"['HV', 'HV']",all_HV,27fa18a5f9a154de;91b0d2e11b9f567c,50,50,50,50,MP,P-P,S-S,27fa18a5f9a154de,2021.06.15.17.10.27_veh-47_03817_04041.db,f4a554c639105f9f,27fa18a5f9a154de;91b0d2e11b9f567c
nuplan_train,train_vegas3,19323,28ceb04414eb5160;91b0d2e11b9f567c,57,91,1.4944128,0.669838155,two,"['HV', 'HV']",all_HV,91b0d2e11b9f567c;28ceb04414eb5160,50,30,50,43,MP,P-P,S-S,91b0d2e11b9f567c,2021.06.15.17.10.27_veh-47_03817_04041.db,c474c63e4c545938,28ceb04414eb5160;91b0d2e11b9f567c
nuplan_train,train_vegas3,1933,45c081c6a9245939;f93a71f8ed455669,0,31,0.877158051,1.109804561,two,"['HV', 'HV']",all_HV,f93a71f8ed455669;45c081c6a9245939,50,6,50,5,MP,P-M,S-S,45c081c6a9245939,2021.06.10.13.50.05_veh-38_05131_05502.db,14c59134ca3755d2,45c081c6a9245939;f93a71f8ed455669
nuplan_train,train_vegas3,19822,3ad3fa4e5db35d1e;56deb47c577f5f14,231,269,0.538121322,1.144027721,two,"['HV', 'HV']",all_HV,56deb47c577f5f14;3ad3fa4e5db35d1e,50,50,50,50,MP,P-M,S-S,3ad3fa4e5db35d1e,2021.06.15.17.51.29_veh-26_03450_04063.db,ddf6b80f3e1d5255,3ad3fa4e5db35d1e;56deb47c577f5f14
nuplan_train,train_vegas3,19822,9c029c6827345224;dbaeb4eb998f5f8e,79,117,0.785084473,1.021209856,two,"['HV', 'HV']",all_HV,9c029c6827345224;dbaeb4eb998f5f8e,50,50,50,50,MP,P-M,S-S,dbaeb4eb998f5f8e,2021.06.15.17.51.29_veh-26_03450_04063.db,ddf6b80f3e1d5255,9c029c6827345224;dbaeb4eb998f5f8e
nuplan_train,train_vegas3,19824,971ed51b404e5f3e;c7b8180ced5250eb,277,283,0.417013478,1.215582414,two,"['HV', 'HV']",all_HV,971ed51b404e5f3e;c7b8180ced5250eb,50,50,50,26,MP,P-M,S-S,c7b8180ced5250eb,2021.06.15.17.51.29_veh-26_03450_04063.db,8a0b91e2b6695972,971ed51b404e5f3e;c7b8180ced5250eb
nuplan_train,train_vegas3,19824,087328257b54500e;c7b8180ced5250eb,39,101,3.39834558,0.981139019,two,"['HV', 'HV']",all_HV,c7b8180ced5250eb;087328257b54500e,50,50,50,50,MP,P-P,S-S,087328257b54500e,2021.06.15.17.51.29_veh-26_03450_04063.db,8a0b91e2b6695972,087328257b54500e;c7b8180ced5250eb
nuplan_train,train_vegas3,19827,40334d03326a5c04;94d30c1702db5536,53,89,0.443725776,1.046311172,two,"['HV', 'HV']",all_HV,40334d03326a5c04;94d30c1702db5536,50,31,50,14,MP,P-M,S-S,40334d03326a5c04,2021.06.15.17.51.29_veh-26_03450_04063.db,12c64752d0505ae2,40334d03326a5c04;94d30c1702db5536
nuplan_train,train_vegas3,19993,493ca7362a185408;bc4f9d0fe9ea53f2,12,31,0.502254443,1.213486001,two,"['HV', 'HV']",all_HV,bc4f9d0fe9ea53f2;493ca7362a185408,50,50,50,28,F,F,S-S,equal,2021.06.15.17.59.36_veh-38_00217_00533.db,b973ac75464553c1,493ca7362a185408;bc4f9d0fe9ea53f2
nuplan_train,train_vegas3,19995,84f98bcda4be5301;f1dae4fd4b655933;fcae227af7365a44,290,303,1.146955685,1.291342198,multi,"['HV', 'HV', 'HV']",all_HV,84f98bcda4be5301;fcae227af7365a44,50,47,50,24,MP,P-M,S-S,84f98bcda4be5301,2021.06.15.17.59.36_veh-38_00217_00533.db,977293184daf565c,84f98bcda4be5301;f1dae4fd4b655933;fcae227af7365a44
nuplan_train,train_vegas3,19995,84f98bcda4be5301;fcae227af7365a44,261,289,1.094413126,0.191890387,two,"['HV', 'HV']",all_HV,84f98bcda4be5301;fcae227af7365a44,50,47,50,24,MP,P-M,S-S,84f98bcda4be5301,2021.06.15.17.59.36_veh-38_00217_00533.db,977293184daf565c,84f98bcda4be5301;fcae227af7365a44
nuplan_train,train_vegas3,2035,ccbce2ec6b335561;ego,254,275,1.049127596,0.49545694,two,"['HV', 'AV']",AV,ego;ccbce2ec6b335561,50,50,50,49,MP,P-M,S-S,ccbce2ec6b335561,2021.06.10.14.10.28_veh-47_01897_02021.db,b5c33798a1cd5cec,ccbce2ec6b335561;ego
nuplan_train,train_vegas3,2036,7d6514831c6e5488;c9a6743233ac5f16,190,194,0.371046051,0,two,"['HV', 'HV']",all_HV,c9a6743233ac5f16;7d6514831c6e5488,50,12,50,8,F,F,S-S,equal,2021.06.10.14.10.28_veh-47_01897_02021.db,ba98750dfd1e5e89,7d6514831c6e5488;c9a6743233ac5f16
nuplan_train,train_vegas3,2058,61426db3723a5c3f;bb3dcc5ac11b57c8;e863ad1c48375032,170,179,0.538463881,0,multi,"['HV', 'HV', 'HV']",all_HV,61426db3723a5c3f;e863ad1c48375032,50,50,50,50,MP,P-M,S-S,bb3dcc5ac11b57c8,2021.06.10.14.10.28_veh-47_02553_02671.db,8dec46b3919251b0,61426db3723a5c3f;bb3dcc5ac11b57c8;e863ad1c48375032
nuplan_train,train_vegas3,2058,61426db3723a5c3f;e863ad1c48375032,155,181,0.500725948,0,two,"['HV', 'HV']",all_HV,61426db3723a5c3f;e863ad1c48375032,50,50,50,50,MP,P-M,S-S,e863ad1c48375032,2021.06.10.14.10.28_veh-47_02553_02671.db,8dec46b3919251b0,61426db3723a5c3f;e863ad1c48375032
nuplan_train,train_vegas3,2063,15a05afed2015379;cb6675499375592f,97,102,0.028130379,1.44981919,two,"['HV', 'HV']",all_HV,15a05afed2015379;cb6675499375592f,50,50,50,27,MP,P-M,S-S,cb6675499375592f,2021.06.10.14.10.28_veh-47_02553_02671.db,3d3ddb0a73cb5c99,15a05afed2015379;cb6675499375592f
nuplan_train,train_vegas3,2066,66f317f117e25b0f;ego,71,86,0.524856866,0.013051872,two,"['HV', 'AV']",AV,ego;66f317f117e25b0f,50,26,50,49,MP,P-P,S-S,66f317f117e25b0f,2021.06.10.14.10.28_veh-47_02682_03004.db,60dd1c4d317256ad,66f317f117e25b0f;ego
nuplan_train,train_vegas3,2066,66f317f117e25b0f;75979f4ee75b502d,227,245,0.430154866,1.059839547,two,"['HV', 'HV']",all_HV,75979f4ee75b502d;66f317f117e25b0f,50,50,50,49,MP,C-P,L-S,75979f4ee75b502d,2021.06.10.14.10.28_veh-47_02682_03004.db,60dd1c4d317256ad,66f317f117e25b0f;75979f4ee75b502d
nuplan_train,train_vegas3,2071,26443bd8e5475206;ad060ac8de555474,128,168,1.82754225,0.488544272,two,"['HV', 'HV']",all_HV,26443bd8e5475206;ad060ac8de555474,50,42,50,46,MP,P-M,S-S,26443bd8e5475206,2021.06.10.14.10.28_veh-47_02682_03004.db,e89e69dbf1cc5890,26443bd8e5475206;ad060ac8de555474
nuplan_train,train_vegas3,2082,4e9dbddf35635d77;ea004a4fa8225570,215,259,0.476399719,1.133331277,two,"['HV', 'HV']",all_HV,ea004a4fa8225570;4e9dbddf35635d77,50,49,50,50,MP,P-M,S-S,4e9dbddf35635d77,2021.06.10.14.10.28_veh-47_03036_03307.db,f095a5405c0c5c4f,4e9dbddf35635d77;ea004a4fa8225570
nuplan_train,train_vegas3,2242,7cf4fe12cfea5bb2;e8aac75c0e595c20,118,131,0.124392036,1.345542051,two,"['HV', 'HV']",all_HV,7cf4fe12cfea5bb2;e8aac75c0e595c20,50,50,50,32,MP,P-P,S-S,7cf4fe12cfea5bb2,2021.06.10.14.11.49_veh-12_00891_01297.db,8f8ad7749f515a69,7cf4fe12cfea5bb2;e8aac75c0e595c20
nuplan_train,train_vegas3,2245,09dad3a5e7d85aa4;3a86ede9246b5798,3,7,4.466758021,0,two,"['HV', 'HV']",all_HV,3a86ede9246b5798;09dad3a5e7d85aa4,50,7,50,8,F,F,S-S,equal,2021.06.10.14.11.49_veh-12_00891_01297.db,ce47baf123965e09,09dad3a5e7d85aa4;3a86ede9246b5798
nuplan_train,train_vegas3,2245,7c672565765d5673;d70abc0e5a0b5856,43,63,0.540259225,1.216582842,two,"['HV', 'HV']",all_HV,7c672565765d5673;d70abc0e5a0b5856,50,5,50,9,MP,P-M,S-S,equal,2021.06.10.14.11.49_veh-12_00891_01297.db,ce47baf123965e09,7c672565765d5673;d70abc0e5a0b5856
nuplan_train,train_vegas3,2245,2dab5b83d6475b95;7c672565765d5673;d70abc0e5a0b5856,64,69,0.675199709,1.600233704,multi,"['HV', 'HV', 'HV']",all_HV,7c672565765d5673;d70abc0e5a0b5856,50,5,50,9,MP,P-M,S-S,equal,2021.06.10.14.11.49_veh-12_00891_01297.db,ce47baf123965e09,2dab5b83d6475b95;7c672565765d5673;d70abc0e5a0b5856
nuplan_train,train_vegas3,2126,040d8e2ccb2b50c2;18bfcd8313b75487,23,36,0.492256166,1.324837622,two,"['HV', 'HV']",all_HV,18bfcd8313b75487;040d8e2ccb2b50c2,50,31,50,50,MP,P-M,S-S,040d8e2ccb2b50c2,2021.06.10.14.10.28_veh-47_03884_04038.db,b9ba1e76f1055028,040d8e2ccb2b50c2;18bfcd8313b75487
nuplan_train,train_vegas3,2128,a0db0303747e577d;d55c820b6ec15c01,92,142,8.994474531,0.936541797,two,"['HV', 'HV']",all_HV,d55c820b6ec15c01;a0db0303747e577d,50,4,50,4,MP,P-M,S-S,equal,2021.06.10.14.10.28_veh-47_03884_04038.db,9d17bb7d450a583f,a0db0303747e577d;d55c820b6ec15c01
nuplan_train,train_vegas3,2129,1470ded1c8815142;a16039a554d257e9,227,239,0.522877765,0,two,"['HV', 'HV']",all_HV,a16039a554d257e9;1470ded1c8815142,50,9,50,50,MP,P-P,R-R,equal,2021.06.10.14.10.28_veh-47_03884_04038.db,32571bce9b0853a2,1470ded1c8815142;a16039a554d257e9
nuplan_train,train_vegas3,2133,943af8cede685fe9;b28e9a2d461b5a78,14,23,0.648297732,0,two,"['HV', 'HV']",all_HV,b28e9a2d461b5a78;943af8cede685fe9,35,41,50,35,F,F,S-S,equal,2021.06.10.14.10.28_veh-47_04150_04343.db,5fb90edc5e0c5939,943af8cede685fe9;b28e9a2d461b5a78
nuplan_train,train_vegas3,2154,2af10301705558ae;56d91e91ffd85a8c;741718b457175d6b,58,79,1706.058737,0,multi,"['HV', 'HV', 'HV']",all_HV,56d91e91ffd85a8c;2af10301705558ae,50,48,50,26,F,F,S-S,equal,2021.06.10.14.10.28_veh-47_04354_04650.db,54ec9903fc5c5143,2af10301705558ae;56d91e91ffd85a8c;741718b457175d6b
nuplan_train,train_vegas3,2155,7ddea8e34d1256a9;938c71b4a697514d,7,37,0.556520363,0.341594621,two,"['HV', 'HV']",all_HV,938c71b4a697514d;7ddea8e34d1256a9,50,50,50,50,MP,P-P,R-R,equal,2021.06.10.14.10.28_veh-47_04354_04650.db,78bbc8ef39795171,7ddea8e34d1256a9;938c71b4a697514d
nuplan_train,train_vegas3,216,afa5d01b1137543c;d2121a021e1e5e4a,206,225,1.79818029,0.00695087,two,"['HV', 'HV']",all_HV,d2121a021e1e5e4a;afa5d01b1137543c,50,50,50,50,MP,P-P,S-S,d2121a021e1e5e4a,2021.06.10.11.47.26_veh-35_04479_04672.db,679d5bd078bc5eaa,afa5d01b1137543c;d2121a021e1e5e4a
nuplan_train,train_vegas3,2160,7049b72a6f2e5f17;d2337cdee55d50a6,52,77,0.275354766,1.296495855,two,"['HV', 'HV']",all_HV,d2337cdee55d50a6;7049b72a6f2e5f17,50,14,50,5,MP,P-M,S-S,equal,2021.06.10.14.10.28_veh-47_04690_04855.db,666017012ae45c56,7049b72a6f2e5f17;d2337cdee55d50a6
nuplan_train,train_vegas3,2171,1f809b75699e5073;a76b856ed44655ca,123,141,0.089214095,0.48974692,two,"['HV', 'HV']",all_HV,a76b856ed44655ca;1f809b75699e5073,50,49,50,26,MP,P-M,R-R,equal,2021.06.10.14.10.28_veh-47_05045_05349.db,4232f9f2ac1b5a90,1f809b75699e5073;a76b856ed44655ca
nuplan_train,train_vegas3,2177,4b63c2f31c245725;9d6ebcb0d3205b1b,268,276,1.120953652,0.023333063,two,"['HV', 'HV']",all_HV,9d6ebcb0d3205b1b;4b63c2f31c245725,50,49,50,23,MP,P-M,S-S,4b63c2f31c245725,2021.06.10.14.10.28_veh-47_05045_05349.db,956dc0ba1e385aea,4b63c2f31c245725;9d6ebcb0d3205b1b
nuplan_train,train_vegas3,2181,4b7bd18264bd586e;576745a2b99058fa,331,337,1.569263463,0,two,"['HV', 'HV']",all_HV,4b7bd18264bd586e;576745a2b99058fa,50,10,50,7,F,F,S-S,equal,2021.06.10.14.10.28_veh-47_05045_05349.db,67fc71d5809c5e23,4b7bd18264bd586e;576745a2b99058fa
nuplan_train,train_vegas3,2184,72f0750c9c3e5f1d;ego,257,276,0.711198154,0.913946724,two,"['HV', 'AV']",AV,ego;72f0750c9c3e5f1d,50,50,50,45,MP,P-M,S-S,equal,2021.06.10.14.10.28_veh-47_05045_05349.db,02285ed703d45b94,72f0750c9c3e5f1d;ego
nuplan_train,train_vegas3,2192,ac87903b850e5bba;ego,0,12,1.158163241,0.747736794,two,"['HV', 'AV']",AV,ego;ac87903b850e5bba,45,50,50,50,MP,P-P,L-L,equal,2021.06.10.14.11.49_veh-12_00037_00176.db,5173cd15eeeb5fd0,ac87903b850e5bba;ego
nuplan_train,train_vegas3,2194,3eec99d42aec5fae;436bb9b155ab57b6,20,40,0.274052842,1.23139287,two,"['HV', 'HV']",all_HV,3eec99d42aec5fae;436bb9b155ab57b6,50,6,50,9,MP,P-M,S-L,3eec99d42aec5fae,2021.06.10.14.11.49_veh-12_00037_00176.db,467fc0ded0a3548a,3eec99d42aec5fae;436bb9b155ab57b6
nuplan_train,train_vegas3,2197,3a0bf330b62159f8;bb1da0269f635bc9,143,164,1.333850093,0,two,"['HV', 'HV']",all_HV,3a0bf330b62159f8;bb1da0269f635bc9,5,48,6,50,F,F,L-L,equal,2021.06.10.14.11.49_veh-12_00187_00567.db,972a2c4a1fde552e,3a0bf330b62159f8;bb1da0269f635bc9
nuplan_train,train_vegas3,2199,0c5dd86261ff5c5d;90147d3fa3cb5f66,191,196,1.975687548,0,two,"['HV', 'HV']",all_HV,90147d3fa3cb5f66;0c5dd86261ff5c5d,50,49,50,50,F,F,S-S,equal,2021.06.10.14.11.49_veh-12_00187_00567.db,c64909fbd39e541f,0c5dd86261ff5c5d;90147d3fa3cb5f66
nuplan_train,train_vegas3,2200,03b09921baf05f9e;fa5eafe1b6545feb,0,10,1.524300592,0.950278035,two,"['HV', 'HV']",all_HV,fa5eafe1b6545feb;03b09921baf05f9e,41,50,50,50,MP,P-P,S-S,03b09921baf05f9e,2021.06.10.14.11.49_veh-12_00187_00567.db,ffb6c43254ab5fa2,03b09921baf05f9e;fa5eafe1b6545feb
nuplan_train,train_vegas3,2220,12b76adfa6515bcf;80acc9166cac59ae,286,310,0.840438718,0.959341728,two,"['HV', 'HV']",all_HV,12b76adfa6515bcf;80acc9166cac59ae,50,34,50,8,MP,P-M,S-S,80acc9166cac59ae,2021.06.10.14.11.49_veh-12_00578_00709.db,5bb76116742b5021,12b76adfa6515bcf;80acc9166cac59ae
nuplan_train,train_vegas3,2222,2ee7a7ca7a895713;a4e53c0954e55a41,0,39,1.887501099,0.345678076,two,"['HV', 'HV']",all_HV,a4e53c0954e55a41;2ee7a7ca7a895713,50,50,50,50,MP,P-P,S-S,a4e53c0954e55a41,2021.06.10.14.11.49_veh-12_00578_00709.db,2741df01cd9a5a4a,2ee7a7ca7a895713;a4e53c0954e55a41
nuplan_train,train_vegas3,2132,89d84e46eec15c23;ego,209,231,0.563951269,0.663996363,two,"['HV', 'AV']",AV,ego;89d84e46eec15c23,50,44,50,50,MP,P-P,S-S,89d84e46eec15c23,2021.06.10.14.10.28_veh-47_04150_04343.db,1265a84a520059f8,89d84e46eec15c23;ego
nuplan_train,train_vegas3,2310,52c84d9252585257;5f45c0e5fd7b56e4,127,151,0.087975436,1.421724828,two,"['HV', 'HV']",all_HV,5f45c0e5fd7b56e4;52c84d9252585257,50,50,50,11,MP,P-M,R-S,5f45c0e5fd7b56e4,2021.06.10.14.11.49_veh-12_02266_02412.db,ce0e547c99d7529f,52c84d9252585257;5f45c0e5fd7b56e4
nuplan_train,train_vegas3,2247,382b578223505259;9f949c9e247b5394,288,303,0.47544862,1.243384898,two,"['HV', 'HV']",all_HV,382b578223505259;9f949c9e247b5394,50,21,50,15,MP,P-M,S-S,382b578223505259,2021.06.10.14.11.49_veh-12_00891_01297.db,31638d6234de5c1c,382b578223505259;9f949c9e247b5394
nuplan_train,train_vegas3,2252,292976dead305e32;c6dad237ddb550dd,241,277,0.686727015,0.997094639,two,"['HV', 'HV']",all_HV,c6dad237ddb550dd;292976dead305e32,50,27,50,8,MP,P-M,S-S,equal,2021.06.10.14.11.49_veh-12_00891_01297.db,cd6428a6ace55aa5,292976dead305e32;c6dad237ddb550dd
nuplan_train,train_vegas3,2270,aa32cc3c7cf95743;b29fdee468bb5705,26,32,0.201649391,0,two,"['HV', 'HV']",all_HV,aa32cc3c7cf95743;b29fdee468bb5705,50,16,50,4,MP,P-M,S-S,equal,2021.06.10.14.11.49_veh-12_01416_01822.db,f643df52370d5fe8,aa32cc3c7cf95743;b29fdee468bb5705
nuplan_train,train_vegas3,2270,04bfcb8527f95072;1d1aef00c5af5a91,87,171,3.969470478,0,two,"['HV', 'HV']",all_HV,1d1aef00c5af5a91;04bfcb8527f95072,50,31,50,35,MP,P-M,S-S,equal,2021.06.10.14.11.49_veh-12_01416_01822.db,f643df52370d5fe8,04bfcb8527f95072;1d1aef00c5af5a91
nuplan_train,train_vegas3,229,1868e1a8356e55d0;c01dcc42b0225134,145,152,0.27382473,1.311390343,two,"['HV', 'HV']",all_HV,1868e1a8356e55d0;c01dcc42b0225134,50,50,50,50,MP,P-P,S-S,equal,2021.06.10.11.47.26_veh-35_04846_04973.db,8daf569924285f68,1868e1a8356e55d0;c01dcc42b0225134
nuplan_train,train_vegas3,229,1868e1a8356e55d0;c01dcc42b0225134;ego,132,144,0.120833267,1.568433486,multi,"['HV', 'HV', 'AV']",AV,1868e1a8356e55d0;c01dcc42b0225134,50,50,50,50,MP,P-P,S-S,equal,2021.06.10.11.47.26_veh-35_04846_04973.db,8daf569924285f68,1868e1a8356e55d0;c01dcc42b0225134;ego
nuplan_train,train_vegas3,2303,1b35e732bfb35bc2;c59bdbb3c0215c06,28,53,0.576725558,1.128157376,two,"['HV', 'HV']",all_HV,1b35e732bfb35bc2;c59bdbb3c0215c06,50,8,50,7,MP,P-M,S-S,equal,2021.06.10.14.11.49_veh-12_02266_02412.db,11331f45e7315ece,1b35e732bfb35bc2;c59bdbb3c0215c06
nuplan_train,train_vegas3,2307,52544004fb085d55;e094069c638c5513,309,332,2.109534447,0.010525804,two,"['HV', 'HV']",all_HV,e094069c638c5513;52544004fb085d55,50,28,50,8,MP,P-M,S-S,e094069c638c5513,2021.06.10.14.11.49_veh-12_02266_02412.db,f16558d5c59d5707,52544004fb085d55;e094069c638c5513
nuplan_train,train_vegas3,2324,0cd2c07158e05d95;3588709b48c15c46,47,63,0.61217105,0.007166419,two,"['HV', 'HV']",all_HV,0cd2c07158e05d95;3588709b48c15c46,50,49,50,50,MP,P-P,R-R,equal,2021.06.10.14.11.49_veh-12_02532_02827.db,0428f8102ffb565d,0cd2c07158e05d95;3588709b48c15c46
nuplan_train,train_vegas3,2328,2693e0cf1acf54b8;b191c7b95be65df6,290,306,0.116020268,1.43233601,two,"['HV', 'HV']",all_HV,2693e0cf1acf54b8;b191c7b95be65df6,50,50,50,27,MP,P-P,S-S,equal,2021.06.10.14.11.49_veh-12_02532_02827.db,8d3bdaacf3e359d4,2693e0cf1acf54b8;b191c7b95be65df6
nuplan_train,train_vegas3,234,6490e73d21675b2d;6eb27bc0394057c7;fb557f1e4f275c6b,55,68,2.208907265,1.003045231,multi,"['HV', 'HV', 'HV']",all_HV,6490e73d21675b2d;6eb27bc0394057c7,50,50,50,50,MP,P-P,S-S,6490e73d21675b2d,2021.06.10.11.47.26_veh-35_04846_04973.db,605635dcf7dd5830,6490e73d21675b2d;6eb27bc0394057c7;fb557f1e4f275c6b
nuplan_train,train_vegas3,234,6490e73d21675b2d;6eb27bc0394057c7,25,54,0.927019265,0.82296778,two,"['HV', 'HV']",all_HV,6490e73d21675b2d;6eb27bc0394057c7,50,50,50,50,MP,P-P,S-S,6490e73d21675b2d,2021.06.10.11.47.26_veh-35_04846_04973.db,605635dcf7dd5830,6490e73d21675b2d;6eb27bc0394057c7
nuplan_train,train_vegas3,234,6eb27bc0394057c7;fb557f1e4f275c6b,69,90,1.093866555,0.911604865,two,"['HV', 'HV']",all_HV,6eb27bc0394057c7;fb557f1e4f275c6b,50,50,50,50,MP,P-P,S-S,equal,2021.06.10.11.47.26_veh-35_04846_04973.db,605635dcf7dd5830,6eb27bc0394057c7;fb557f1e4f275c6b
nuplan_train,train_vegas3,2345,4e502b4d5d555e05;cffed9126e335009,154,240,7.107283506,0,two,"['HV', 'HV']",all_HV,cffed9126e335009;4e502b4d5d555e05,50,50,50,47,F,F,S-S,equal,2021.06.10.14.11.49_veh-12_03199_03432.db,33b9968ed43a5a2b,4e502b4d5d555e05;cffed9126e335009
nuplan_train,train_vegas3,2346,6de6eddd052c55c0;860019dd56f85e92,255,269,0.574156149,0.781130247,two,"['HV', 'HV']",all_HV,860019dd56f85e92;6de6eddd052c55c0,50,32,50,49,MP,P-P,S-S,6de6eddd052c55c0,2021.06.10.14.11.49_veh-12_03199_03432.db,8863f24bf03d593a,6de6eddd052c55c0;860019dd56f85e92
